customer_id,signup_date,total_orders,total_spend,last_order_date,avg_order_value,return_rate,support_tickets,app_sessions_30d,churned,days_since_last_order,orders_last_30d,cart_abandonment_rate,wishlist_additions,avg_review_rating,email_open_rate,gender,age,city,acquisition_channel
C002801,2024-10-13,46,59110.71,2025-11-06,1285.02,0.369,9,30,0,115,0,0.143,0,1.3,0.586,Female,62,Ahmedabad,
C002802,2024-09-09,10,26527.78,2025-01-24,2652.78,0.022,7,,0,401,1,0.158,11,1.1,0.024,M,26,Delhi,referral
C002803,2024-05-22,7,14187.0,2024-12-26,2026.71,0.412,4,52,0,430,3,0.142,12,3.7,0.479,M,66,chennai,
C002804,2024-04-21,22,10381.47,2024-08-27,471.88,0.442,0,53,0,551,3,0.179,4,2.4,0.148,,46,mumbai,organic
C002805,2024-05-13,31,53793.67,2024-11-04,1735.28,0.165,4,99,0,482,3,0.359,0,4.7,0.567,M,26,Bangalore,paid_ad
C002806,2024-07-28,5,2528.92,2024-08-17,505.78,0.309,9,22,0,561,3,0.264,4,4.6,0.021,male,30,Bangalore,
C002807,2024-08-31,8,14917.0,2025-06-19,1864.62,0.347,7,98,0,255,4,0.005,12,1.2,,,44,Indore,paid_ad
C002808,2024-07-10,6,11887.97,2024-08-08,1981.33,0.476,5,72,0,570,1,0.148,5,1.1,0.526,M,49,Kochi,social
C002809,2024-01-14,46,54741.2,2024-04-05,1190.03,0.216,2,63,0,695,3,0.121,11,3.2,,,25,Lucknow,
C002810,2024-09-18,44,83608.37,2024-10-18,1900.19,0.163,1,75,0,499,1,0.38,8,3.8,0.067,M,20,Indore,referral
C002811,2024-04-14,26,32372.11,2024-09-20,1245.08,0.407,10,97,0,527,3,0.306,17,4.6,0.467,Male,31,Jaipur,referral
C002812,2024-12-29,42,109640.47,2025-06-20,2610.49,0.343,3,77,0,254,0,0.698,3,1.0,,Female,28,chennai,
C002813,2024-02-04,28,18253.91,2025-01-13,651.93,0.464,4,24,0,412,0,0.245,1,2.8,0.551,Male,60,Chennai,referral
C002814,2024-01-04,30,43992.03,2024-11-13,1466.4,0.467,3,13,0,473,5,0.035,5,3.8,0.419,M,27,Ahmedabad,
C002815,2024-06-25,42,85201.78,2025-04-18,2028.61,0.021,1,87,0,317,4,0.315,16,2.4,0.068,,56,BANGALORE,paid_ad
C002816,2024-11-19,46,24250.77,2025-12-09,527.19,0.407,1,15,0,82,3,0.409,20,4.5,,female,61,Indore,paid_ad
C002817,2024-08-18,40,76169.6,2025-01-01,1904.24,0.486,0,2,0,424,1,0.55,12,2.3,0.136,male,49,Delhi,social
C002818,2024-11-13,35,50196.16,2025-09-03,1434.18,0.097,7,94,0,179,0,0.419,8,4.3,0.179,Female,54,DELHI,
C002819,2024-02-26,7,17497.55,2024-06-26,2499.65,0.407,9,7,0,613,5,0.184,4,4.8,0.412,M,47,chennai,referral
C002820,2024-06-27,34,42850.93,2024-08-18,1260.32,0.41,6,61,0,560,2,0.008,20,3.1,0.511,Female,28,Bangalore,referral
C002821,2024-08-29,31,20689.2,2025-02-03,667.39,0.347,9,82,0,391,4,0.77,19,4.4,0.062,Male,51,bangalore,social
C002822,2024-04-09,0,0.0,,,,0,49,0,,2,0.464,1,,,female,69,Hyderabad,organic
C002823,2024-04-04,2,5061.93,2024-08-22,2530.97,,4,45,0,556,1,0.028,1,,0.406,female,27,DELHI,social
C002824,2024-04-29,1,2932.39,2024-09-24,2932.39,,9,22,0,523,1,0.441,19,,0.518,Male,50,Kolkata,referral
C002825,2024-03-25,27,34975.45,2024-05-19,1295.39,0.114,1,79,0,651,2,0.655,13,4.2,0.595,M,21,Hyderabad,referral
C002826,2024-01-30,4,2107.11,2024-02-12,526.78,0.109,3,96,0,748,3,0.282,9,3.8,0.189,female,43,Mumbai,social
C002827,2024-12-15,37,34103.47,2025-08-27,921.72,0.19,4,71,0,186,1,0.575,0,1.5,,,69,Mumbai,
C002828,2024-07-11,50,129928.59,2024-08-19,2598.57,0.154,1,57,0,559,1,0.331,1,4.0,0.258,Male,39,mumbai,
C002829,2024-10-09,1,1337.41,2025-10-22,1337.41,,8,22,0,130,5,0.146,3,,0.023,Female,35,chennai,organic
C002830,2024-03-21,10,5403.57,2025-01-21,540.36,0.317,4,,0,404,3,0.302,16,4.9,,,70,Ahmedabad,paid_ad
C002831,2024-05-17,40,50056.17,2024-07-16,1251.4,0.01,1,35,0,593,4,0.188,5,1.4,0.276,,68,Bnglr,social
C002832,2024-01-24,30,30848.38,2024-12-20,1028.28,0.476,4,69,0,436,1,0.396,10,3.6,0.071,,58,Chandigarh,paid_ad
C002833,2024-01-23,0,0.0,,,,8,,0,,1,0.215,12,,0.599,Female,48,Ahmedabad,organic
C002834,2024-12-07,44,46197.02,2025-03-24,1049.93,0.337,7,53,0,342,3,0.592,1,2.4,0.411,female,53,Noida,referral
C002835,2024-07-03,7,4150.0,2025-01-18,592.86,0.239,5,,0,407,0,0.611,1,1.5,0.307,male,21,Hyderabad,referral
C002836,2024-05-03,3,6575.67,2025-02-25,2191.89,,7,,0,369,0,0.339,5,4.4,0.461,female,45,mumbai,organic
C002837,2024-05-23,18,10144.16,2025-01-02,563.56,0.158,8,85,0,423,4,0.699,13,3.2,0.597,F,28,bangalore,
C002838,2024-11-27,7,7451.87,2025-09-04,1064.55,0.265,0,31,0,178,3,0.606,18,4.2,0.503,F,33,Jaipur,social
C002839,2024-12-28,50,55466.86,2025-07-29,1109.34,0.023,6,98,0,215,0,0.787,9,5.0,,M,54,BANGALORE,organic
C002840,2024-11-20,10,16497.6,2025-08-01,1649.76,0.214,8,45,0,212,3,0.717,20,1.0,0.312,Male,26,mumbai,paid_ad
C002841,2024-10-23,22,40254.27,2025-04-01,1829.74,0.482,2,45,0,334,2,0.087,20,4.9,0.32,Female,70,Chandigarh,referral
C002842,2024-10-06,24,67687.42,2025-05-07,2820.31,0.105,9,91,0,298,0,0.792,6,3.9,0.062,Female,35,bangalore,
C002843,2024-05-03,43,87284.2,2025-02-22,2029.87,0.067,3,54,0,372,2,0.51,13,3.2,0.455,F,62,Kolkata,paid_ad
C002844,2024-09-11,19,17345.1,2024-12-13,912.9,0.264,6,50,0,443,1,0.265,19,4.2,0.471,F,39,Delhi,
C002845,2024-02-03,15,28700.99,2024-07-25,610.66,0.028,9,2,1,584,0,0.363,19,1.3,0.186,female,64,BANGALORE,referral
C002846,2024-08-18,10,7667.56,2025-01-19,766.76,0.171,6,10,0,406,5,0.379,11,3.2,0.364,,56,mumbai,organic
C002847,2024-08-16,0,0.0,,,,8,99,0,,1,0.318,2,,0.025,Male,50,DELHI,social
C002848,2024-09-01,42,47773.63,2025-03-29,1137.47,0.052,2,70,0,337,1,0.019,4,3.2,0.411,male,48,chennai,paid_ad
C002849,2024-11-20,29,83881.27,2025-12-09,2892.46,0.357,3,67,0,82,3,0.065,16,3.9,0.434,,44,DELHI,paid_ad
C002850,2024-02-09,19,19420.68,2024-08-26,1022.14,0.416,0,37,0,552,3,0.44,10,4.4,0.526,female,34,Delhi,referral
C002851,2024-09-29,22,34544.12,2025-01-23,1570.19,0.159,0,48,0,402,4,0.671,20,1.1,0.301,male,46,Noida,social
C002852,2024-03-16,5,41445.71,2025-03-02,2590.36,0.474,10,2,1,364,0,0.242,7,2.2,0.307,,63,Noida,paid_ad
C002853,2024-02-07,36,7889.51,2024-11-14,219.15,0.433,2,34,0,472,1,0.613,10,3.1,0.021,F,44,Pune,social
C002854,2024-10-06,4,4488.84,2025-05-22,1122.21,0.139,0,99,0,283,1,0.158,0,3.0,0.367,male,23,Chennai,referral
C002855,2024-08-30,20,38179.68,2025-03-21,1908.98,0.439,2,65,0,345,3,0.144,16,1.7,0.127,M,65,Delhi,
C002856,2024-10-04,33,43014.76,2025-01-08,1303.48,0.366,8,,0,417,3,0.349,18,4.6,,Female,34,Bangalore,paid_ad
C002857,2024-09-06,28,79653.58,2025-03-13,2844.77,0.153,6,79,0,353,4,0.29,1,3.4,0.249,F,43,Lucknow,paid_ad
C002858,2024-12-12,26,6861.66,2025-06-16,263.91,0.082,2,61,0,258,4,0.287,13,4.5,0.25,Male,58,Kochi,organic
C002859,2024-03-03,47,133856.48,2024-12-17,2848.01,0.25,10,21,0,439,0,0.693,16,3.6,0.349,M,31,Bnglr,paid_ad
C002860,2024-10-02,25,74191.71,2025-03-22,2967.67,0.436,7,96,0,344,2,0.286,9,4.4,0.524,female,21,Chandigarh,referral
C002861,2024-03-09,2,1992.55,2025-02-22,996.27,,10,94,0,372,3,0.143,11,,0.453,F,31,Delhi,organic
C002862,2024-04-15,45,87253.46,2025-05-20,1938.97,0.081,0,60,0,285,0,0.278,11,1.8,0.283,female,29,Bangalore,paid_ad
C002863,2024-02-07,5,9357.6,2024-05-06,1871.52,0.046,3,99,0,664,2,0.732,17,1.5,0.595,M,23,mumbai,referral
C002864,2024-06-22,33,55744.62,2024-12-25,1689.23,0.451,8,17,0,431,2,0.594,20,2.8,0.438,,43,Chandigarh,referral
C002865,2024-10-28,6,12799.17,2024-11-27,2133.2,0.131,8,39,0,459,3,0.129,16,2.6,0.569,male,69,Delhi,organic
C002866,2024-05-21,27,53114.96,2025-06-19,1967.22,0.414,5,38,0,255,2,0.538,15,2.0,0.045,female,65,Indore,organic
C002867,2024-08-03,25,26454.07,2025-06-24,1058.16,0.108,2,66,0,250,2,0.371,20,2.5,,female,66,BANGALORE,paid_ad
C002868,2024-09-29,22,48095.63,2024-11-30,2186.16,0.106,1,38,0,456,3,0.294,16,3.9,0.442,,36,DELHI,social
C002869,2024-11-13,20,20459.27,2025-08-17,1022.96,0.258,9,43,0,196,3,0.077,1,2.5,0.246,,46,Hyderabad,referral
C002870,2024-05-21,30,71373.31,2025-02-22,2379.11,0.19,10,63,0,372,1,0.607,1,1.4,0.16,,23,DELHI,referral
C002871,2024-01-01,21,28358.41,2025-01-25,1350.4,0.326,7,86,0,400,2,0.261,20,1.4,0.441,M,21,chennai,organic
C002872,2024-04-14,28,23633.3,2024-09-28,844.05,0.128,9,13,0,519,1,0.46,5,3.7,0.187,female,44,Kochi,paid_ad
C002873,2024-02-26,35,55060.65,2024-03-23,1573.16,0.326,4,13,0,708,4,0.571,11,2.5,0.38,Male,34,Kolkata,
C002874,2024-07-04,47,97667.75,2024-10-05,2078.04,0.326,9,1,0,512,1,0.357,15,1.9,0.332,female,48,bangalore,paid_ad
C002875,2024-10-12,6,3277.49,2025-03-26,546.25,0.284,0,78,0,340,5,0.638,6,2.9,,Female,43,mumbai,organic
C002876,2024-12-11,5,9312.16,2025-05-10,1862.43,0.177,0,20,0,295,3,0.763,0,4.5,0.276,male,64,Noida,organic
C002877,2024-05-16,49,93942.47,2024-10-11,1917.19,0.181,8,31,0,506,1,0.688,7,2.9,0.064,F,32,Chandigarh,paid_ad
C002878,2024-08-09,48,138891.65,2024-09-18,2893.58,0.299,6,55,0,529,5,0.52,10,3.2,0.209,Female,69,Ahmedabad,social
C002879,2024-02-23,27,43083.96,2024-12-03,1595.7,0.096,4,82,0,453,5,0.116,10,3.7,0.365,,57,Chandigarh,social
C002880,2024-09-24,46,55081.34,2025-05-23,1197.42,0.464,6,97,0,282,5,0.006,11,3.4,0.165,male,66,DELHI,organic
C002881,2024-10-24,23,10465.26,2025-09-26,455.01,0.209,9,57,0,156,3,0.083,20,3.7,0.459,female,38,Lucknow,social
C002882,2024-12-07,7,7702.12,2025-08-13,1100.3,0.049,7,,0,200,3,0.345,17,3.0,0.116,female,47,Noida,
C002883,2024-01-12,46,12532.64,2024-02-29,272.45,0.117,7,,0,731,1,0.546,10,3.1,0.335,female,67,Bnglr,paid_ad
C002884,2024-05-06,18,14752.13,2025-01-11,819.56,0.171,7,84,0,414,1,0.158,7,1.4,,female,35,Chennai,referral
C002885,2024-11-26,16,46865.24,2025-05-26,2929.08,0.272,5,83,0,279,2,0.151,13,1.5,0.314,M,29,Jaipur,organic
C002886,2024-03-24,21,18888.73,2024-11-29,899.46,0.433,1,69,0,457,3,0.732,9,3.2,0.066,male,48,DELHI,organic
C002887,2024-10-07,0,0.0,,,,6,65,0,,4,0.511,8,,0.415,M,19,Kolkata,social
C002888,2024-03-05,2,13058.09,2024-11-21,2176.35,0.407,10,3,1,465,0,0.19,8,,0.24,Male,31,Noida,social
C002889,2024-01-28,21,39506.63,2024-07-19,1881.27,0.446,10,46,0,590,5,0.799,2,4.1,0.194,Male,63,DELHI,referral
C002890,2024-12-01,46,78539.93,2025-02-06,1707.39,0.495,5,36,0,388,4,0.721,15,2.2,0.025,Female,21,Chandigarh,organic
C002891,2024-10-12,43,31019.07,2025-07-24,721.37,0.103,10,28,0,220,5,0.204,16,1.5,0.545,Male,45,Chandigarh,referral
C002892,2024-02-16,27,56046.17,2024-05-24,2075.78,0.218,1,76,0,646,5,0.038,12,3.3,,Female,47,BANGALORE,social
C002893,2024-09-07,25,16736.85,2025-02-21,669.47,0.284,2,19,0,373,5,0.787,16,3.1,0.299,F,27,Pune,paid_ad
C002894,2024-09-15,8,10121.45,2025-03-02,1265.18,0.312,5,8,0,364,2,0.499,14,1.1,0.076,male,68,mumbai,organic
C002895,2024-08-06,35,97362.76,2024-08-30,2781.79,0.293,0,2,0,548,2,0.409,1,1.7,0.591,,33,Ahmedabad,paid_ad
C002896,2024-04-05,32,52267.06,2025-04-28,1633.35,0.418,4,85,0,307,0,0.487,10,3.9,,,34,Kolkata,organic
C002897,2024-06-01,29,63690.04,2024-10-21,2196.21,0.007,9,9,0,496,0,0.631,0,4.3,0.266,female,58,BANGALORE,
C002898,2024-12-26,16,28998.56,2025-01-13,1812.41,0.296,8,78,0,412,4,0.773,11,1.4,0.324,Male,48,mumbai,
C002899,2024-09-01,48,100036.94,2025-01-10,2084.1,0.094,5,63,0,415,3,0.527,20,1.6,0.304,male,30,Bangalore,organic
C002900,2024-08-18,47,103698.63,2024-11-15,2206.35,0.279,10,88,0,471,1,0.554,14,3.2,0.106,,27,Delhi,referral
C002901,2024-11-03,8,20133.32,2025-08-19,838.89,0.424,10,4,1,194,0,0.225,12,3.6,0.307,M,25,Gurgaon,paid_ad
C002902,2024-07-21,13,17862.14,2025-05-06,1374.01,0.212,8,28,0,299,2,0.345,5,2.3,0.087,F,46,Jaipur,social
C002903,2024-08-31,32,82520.5,2025-04-12,2578.77,0.478,1,32,0,323,2,0.068,12,3.5,0.253,Male,64,Bnglr,
C002904,2024-02-18,3,2951.63,2024-03-29,983.88,,6,96,0,702,3,0.338,3,1.6,0.09,,21,mumbai,paid_ad
C002905,2024-09-15,46,109942.48,2024-11-24,2390.05,0.367,7,61,0,462,2,0.647,8,1.7,,,25,DELHI,paid_ad
C002906,2024-10-12,1,2907.22,2025-03-17,2907.22,,10,9,1,349,0,0.456,11,,,F,68,Indore,referral
C002907,2024-05-17,12,23434.13,2024-06-15,1952.84,0.481,4,7,0,624,5,0.493,13,3.6,0.477,Female,67,Pune,organic
C002908,2024-02-06,25,68867.12,2024-06-14,2754.68,0.123,5,100,0,625,2,0.779,15,4.1,0.551,,34,Pune,paid_ad
C002909,2024-12-16,30,10869.25,2025-06-15,362.31,0.467,8,28,0,259,3,0.021,17,1.4,0.539,,57,DELHI,
C002910,2024-03-05,26,61773.38,2024-07-06,2375.9,0.326,9,60,0,603,3,0.314,8,1.2,0.22,Female,54,Noida,paid_ad
C002911,2024-02-03,16,47847.85,2024-12-24,2990.49,0.363,7,11,0,432,3,0.71,10,1.3,0.106,,41,Bangalore,social
C002912,2024-03-05,29,17732.39,2024-09-15,611.46,0.425,10,6,0,532,5,0.23,17,1.6,0.532,Female,44,Kolkata,social
C002913,2024-05-02,33,89089.96,2024-07-10,2699.7,0.401,0,19,0,599,4,0.297,14,1.1,0.529,Male,21,Bangalore,referral
C002914,2024-11-06,6,2747.78,2025-05-19,457.96,0.32,4,39,0,286,5,0.43,0,3.7,0.115,Male,69,Bnglr,paid_ad
C002915,2024-12-19,45,79833.25,2025-03-20,1774.07,0.266,4,100,0,346,0,0.785,19,4.2,0.176,male,48,Bangalore,organic
C002916,2024-06-24,49,100110.38,2025-04-13,2043.07,0.1,2,43,0,322,1,0.418,9,4.4,,male,24,Kolkata,paid_ad
C002917,2024-10-10,44,37780.24,2025-01-03,858.64,0.063,5,100,0,422,0,0.342,11,1.7,0.4,Male,18,Bangalore,social
C002918,2024-02-04,38,104949.15,2024-09-02,2761.82,0.058,0,9,0,545,5,0.028,4,1.2,0.197,male,30,Chennai,referral
C002919,2024-07-15,33,38672.22,2025-04-14,1171.89,0.47,10,13,0,321,4,0.725,1,1.5,0.293,F,29,Noida,paid_ad
C002920,2024-05-12,19,56548.91,2024-07-09,2976.26,0.055,5,47,0,600,4,0.642,9,3.3,0.411,Female,64,Mumbai,referral
C002921,2024-01-29,38,88527.46,2024-07-21,2329.67,0.364,1,84,0,588,2,0.573,6,1.5,0.316,,64,Chandigarh,organic
C002922,2024-02-21,34,77912.03,2024-05-19,2291.53,0.116,8,44,0,651,0,0.612,10,2.5,0.323,male,68,Kochi,social
C002923,2024-12-14,3,3280.13,2025-12-18,1093.38,,8,19,0,73,0,0.608,7,3.3,0.377,Female,58,Lucknow,
C002924,2024-07-27,19,14773.16,2024-10-07,777.53,0.494,8,91,0,510,4,0.322,10,4.1,0.014,Male,52,Kochi,
C002925,2024-05-26,1,2100.95,2025-06-01,2100.95,,10,26,0,273,1,0.037,6,,,F,25,Bangalore,
C002926,2024-03-23,50,96764.26,2024-09-01,1935.29,0.21,3,6,0,546,0,0.131,9,4.5,0.432,male,40,Mumbai,social
C002927,2024-10-25,47,10230.34,2024-11-06,217.67,0.069,4,23,0,480,2,0.344,2,4.9,0.521,Female,54,bangalore,social
C002928,2024-04-17,50,141401.58,2025-02-13,2828.03,0.188,1,16,0,381,3,0.246,16,3.7,0.538,female,53,Bnglr,paid_ad
C002929,2024-05-27,19,52749.17,2025-03-02,2776.27,0.45,0,4,0,364,4,0.441,20,1.4,0.315,female,69,Delhi,paid_ad
C002930,2024-07-29,38,87638.85,2024-08-13,2306.29,0.442,7,86,0,565,2,0.221,20,2.9,0.324,male,28,Mumbai,paid_ad
C002931,2024-03-11,21,32156.6,2024-04-25,1531.27,0.262,9,,0,675,3,0.122,7,3.2,0.166,M,55,DELHI,referral
C002932,2024-08-14,41,56372.88,2025-02-22,1374.95,0.266,3,23,0,372,0,0.014,14,2.3,,Female,45,mumbai,paid_ad
C002933,2024-05-06,44,92376.67,2025-01-25,2099.47,0.162,10,94,0,400,0,0.268,20,2.3,0.087,,48,mumbai,social
C002934,2024-10-23,34,46622.24,2025-09-21,1371.24,0.322,1,89,0,161,3,0.314,19,1.8,0.585,M,40,Lucknow,referral
C002935,2024-02-12,28,48067.61,2024-06-25,1716.7,0.254,0,42,0,614,3,0.558,8,4.6,0.166,,20,Pune,referral
C002936,2024-11-30,37,93233.43,2025-04-24,2519.82,0.288,3,92,0,311,3,0.001,12,4.2,0.49,,42,Gurgaon,referral
C002937,2024-05-28,9,2900.93,2024-12-18,322.33,0.32,9,45,0,438,0,0.167,18,4.7,0.493,M,58,Bangalore,referral
C002938,2024-01-26,48,133899.34,2024-05-23,2789.57,0.036,7,62,0,647,5,0.558,11,1.7,0.165,,40,BANGALORE,organic
C002939,2024-12-22,50,35068.88,2025-03-23,701.38,0.079,9,,0,343,1,0.208,20,3.4,0.447,female,49,Chennai,organic
C002940,2024-04-12,15,19608.57,2024-06-19,1307.24,0.193,6,98,0,620,3,0.681,6,3.1,0.364,Male,29,Noida,social
C002941,2024-04-22,14,11572.61,2025-01-20,826.62,0.396,0,,0,405,1,0.378,4,2.2,0.597,M,46,Indore,social
C002942,2024-11-21,43,74659.96,2025-10-14,1736.28,0.321,4,24,0,138,0,0.41,19,3.4,0.283,male,38,Gurgaon,referral
C002943,2024-02-07,17,17357.13,2025-02-05,1021.01,0.411,0,0,0,389,5,0.754,11,3.6,0.524,M,34,Ahmedabad,social
C002944,2024-02-20,45,109431.15,2024-10-12,2431.8,0.237,4,53,0,505,3,0.777,17,4.7,0.167,female,25,DELHI,paid_ad
C002945,2024-02-24,14,31612.19,2024-03-09,2258.01,0.346,10,10,0,722,2,0.07,15,1.9,0.576,male,30,Bangalore,paid_ad
C002946,2024-05-02,8,4241.04,2024-05-24,530.13,0.154,2,,0,646,2,0.734,8,3.1,0.435,female,52,Hyderabad,referral
C002947,2024-07-14,8,16498.47,2025-01-09,2062.31,0.019,5,82,0,416,2,0.139,6,2.2,0.597,M,28,bangalore,organic
C002948,2024-07-16,4,10648.8,2024-09-22,2662.2,0.064,7,96,0,525,2,0.173,20,2.4,0.175,male,21,Lucknow,social
C002949,2024-11-05,18,39762.59,2025-08-26,2209.03,0.026,3,22,0,187,5,0.127,17,1.8,0.297,male,31,Bangalore,social
C002950,2024-06-22,10,13164.05,2025-06-19,1316.4,0.217,3,69,0,255,4,0.322,20,2.4,0.361,Male,60,Indore,paid_ad
C002951,2024-11-12,33,42849.2,2025-08-20,1298.46,0.084,0,16,0,193,4,0.796,12,3.8,0.213,Female,30,Ahmedabad,social
C002952,2024-07-08,18,21806.64,2024-07-13,1211.48,0.058,0,30,0,596,0,0.289,19,1.5,0.482,M,45,Bangalore,paid_ad
C002953,2024-02-08,5,14012.54,2024-10-27,2802.51,0.342,2,67,0,490,5,0.034,9,2.7,0.291,F,70,bangalore,
C002954,2024-01-21,1,3066.34,2024-11-02,1022.11,,8,9,1,484,0,0.45,11,,0.005,Male,36,Chennai,referral
C002955,2024-11-04,0,0.0,,,,0,3,0,,1,0.671,12,,0.301,F,35,Bangalore,organic
C002956,2024-10-20,17,30427.53,2025-03-22,1789.85,0.045,7,100,0,344,4,0.211,20,3.1,0.256,Male,40,Chandigarh,
C002957,2024-02-21,19,18762.16,2024-08-11,987.48,0.023,8,,0,567,5,0.285,11,2.6,0.326,F,67,Gurgaon,referral
C002958,2024-05-05,37,52150.11,2025-01-07,1409.46,0.425,8,24,0,418,5,0.741,13,2.0,0.152,male,23,Lucknow,paid_ad
C002959,2024-03-08,41,40642.49,2024-07-16,991.28,0.256,4,5,0,593,4,0.525,19,2.0,0.578,male,30,Gurgaon,referral
C002960,2024-10-20,42,9764.07,2024-11-23,232.48,0.2,2,17,0,463,4,0.466,0,2.6,0.495,F,33,Chandigarh,referral
C002961,2024-11-22,12,22781.26,2025-12-06,1898.44,0.137,3,82,0,85,0,0.352,9,2.3,0.255,F,39,chennai,
C002962,2024-10-01,6,8433.81,2024-12-31,1405.63,0.43,0,27,0,425,2,0.258,16,4.8,0.304,female,39,Lucknow,social
C002963,2024-04-12,38,112164.52,2025-02-28,2951.7,0.417,3,59,0,366,4,0.504,14,3.6,0.034,M,19,BANGALORE,
C002964,2024-03-17,41,39913.85,2024-10-02,973.51,0.129,8,15,0,515,3,0.315,14,2.2,0.222,male,44,Jaipur,paid_ad
C002965,2024-08-24,18,10385.3,2025-02-26,576.96,0.404,6,54,0,368,0,0.363,19,1.4,0.549,male,38,DELHI,
C002966,2024-12-17,45,40653.81,2025-04-23,903.42,0.347,7,47,0,312,1,0.234,19,3.6,0.248,,19,Chandigarh,social
C002967,2024-02-13,24,16907.21,2024-11-16,704.47,0.269,3,14,0,470,0,0.026,18,1.6,0.257,female,65,Noida,referral
C002968,2024-06-04,13,35017.44,2024-10-13,2693.65,0.188,8,70,0,504,5,0.122,19,4.1,,Female,65,BANGALORE,referral
C002969,2024-09-23,46,109551.82,2025-10-27,2381.56,0.41,4,27,0,125,5,0.48,15,1.9,,Female,61,Pune,organic
C002970,2024-11-24,4,7952.2,2025-09-30,1988.05,0.083,6,67,0,152,2,0.463,14,4.7,0.369,M,40,Delhi,organic
C002971,2024-01-24,35,97502.87,2024-05-18,2785.8,0.384,9,3,0,652,2,0.612,16,2.4,0.175,M,59,Jaipur,
C002972,2024-04-12,32,93550.51,2024-11-01,2923.45,0.311,9,74,0,485,5,0.378,19,3.4,0.367,male,46,Bangalore,organic
C002973,2024-05-21,14,32376.09,2025-05-17,2312.58,0.362,8,6,0,288,1,0.501,4,2.5,,M,46,chennai,referral
C002974,2024-05-08,13,23809.05,2024-12-11,1831.47,0.048,9,51,0,445,5,0.338,5,3.1,0.395,M,26,BANGALORE,social
C002975,2024-12-08,7,7714.38,2025-04-25,1102.05,0.154,3,55,0,310,0,0.628,4,1.1,0.277,female,60,Kolkata,social
C002976,2024-06-22,48,27842.4,2025-03-19,580.05,0.031,10,98,0,347,5,0.172,18,3.4,,,19,chennai,organic
C002977,2024-11-19,15,132806.12,2025-11-13,2825.66,0.09,4,6,1,108,0,0.007,11,2.6,0.047,,67,bangalore,paid_ad
C002978,2024-08-14,30,71206.95,2024-12-17,2373.57,0.45,7,22,0,439,1,0.798,6,2.6,0.261,M,59,Jaipur,social
C002979,2024-09-21,39,35798.41,2025-08-04,917.91,0.093,6,50,0,209,2,0.574,17,4.6,,M,33,mumbai,referral
C002980,2024-07-02,12,4892.76,2025-05-28,407.73,0.185,7,6,0,277,5,0.107,8,3.5,0.168,Male,40,Lucknow,referral
C002981,2024-10-28,47,50481.16,2025-05-02,1074.07,0.447,3,65,0,303,3,0.537,8,4.1,0.566,F,45,Delhi,organic
C002982,2024-03-15,3,8558.71,2024-10-21,2852.9,,5,100,0,496,0,0.434,7,3.3,0.403,F,29,Delhi,organic
C002983,2024-04-04,24,20676.15,2025-04-28,861.51,0.318,9,9,0,307,4,0.531,16,1.9,,Male,68,Chennai,referral
C002984,2024-09-29,49,121452.67,2024-12-19,2478.63,0.087,10,68,0,437,0,0.432,14,3.9,0.108,Female,29,Indore,organic
C002985,2024-02-13,16,36458.74,2025-02-09,2278.67,0.041,1,65,0,385,3,0.177,15,1.5,0.349,Male,59,Kolkata,
C002986,2024-05-14,41,48162.14,2025-04-03,1174.69,0.183,5,64,0,332,0,0.562,15,4.2,0.494,M,67,Pune,referral
C002987,2024-07-21,20,5173.89,2025-06-23,258.69,0.5,7,4,0,251,2,0.764,16,2.3,0.192,M,61,Kochi,referral
C002988,2024-07-19,32,39888.07,2025-02-15,1246.5,0.066,7,99,0,379,1,0.385,17,4.9,0.362,,57,Bnglr,paid_ad
C002989,2024-01-08,2,766.5,2024-03-08,383.25,,8,33,0,723,3,0.035,18,,0.062,Female,27,Noida,paid_ad
C002990,2024-05-13,39,7831.28,2024-07-13,200.8,0.216,6,74,0,596,0,0.791,5,2.6,0.211,F,18,Kolkata,organic
C002991,2024-02-21,35,35728.07,2024-04-13,1020.8,0.304,10,24,0,687,0,0.531,19,1.1,,,26,Kolkata,
C002992,2024-12-18,6,3689.74,2025-07-30,614.96,0.454,8,38,0,214,4,0.309,11,2.4,0.234,,60,Pune,
C002993,2024-10-26,18,24226.61,2025-02-19,1345.92,0.242,6,95,0,375,2,0.052,10,2.8,0.507,,70,Jaipur,social
C002994,2024-12-24,24,11419.64,2025-03-31,475.82,0.263,2,16,0,335,4,0.344,5,4.8,,female,21,mumbai,
C002995,2024-02-04,13,7523.14,2024-06-24,578.7,0.487,2,61,0,615,0,0.57,9,2.9,0.339,,51,Ahmedabad,social
C002996,2024-11-24,34,25919.23,2025-06-09,762.33,0.424,0,,0,265,0,0.18,1,3.0,0.569,,32,Mumbai,organic
C002997,2024-01-25,45,53375.84,2024-02-18,1186.13,0.349,1,99,0,742,5,0.335,20,1.2,0.415,M,43,Chennai,referral
C002998,2024-09-20,33,80312.07,2025-04-01,2433.7,0.069,6,,0,334,2,0.512,4,2.6,0.092,Female,35,Pune,referral
C002999,2024-09-23,27,10297.07,2025-10-16,381.37,0.016,1,0,0,136,1,0.403,6,4.1,0.084,,44,Gurgaon,social
C003000,2024-11-30,22,22917.56,2025-07-05,1041.71,0.31,6,27,0,239,2,0.011,12,3.4,,,56,BANGALORE,organic
